,SSID,Capabilities,BSSID,Level,Timestamp,Venue Name
13,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:22:be:12,-92,8 days,
14,DIRECT-CB-HP OfficeJet Pro 9020,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],c6:65:16:cc:c7:cb,-93,8 days,
15,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:24:03:12,-94,8 days,
0,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:21:94:22,-76,8 days,
1,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:84,-78,8 days,
2,TechSec,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:23:e6:21,-79,8 days,
3,DIRECT-D5-HP OfficeJet Pro 7740,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],b2:5c:da:b7:22:d5,-80,8 days,
4,TechSec,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:21:94:21,-80,8 days,
5,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:82,-82,8 days,
6,NIPPON_6471,[WPA-PSK-CCMP][ESS][WPS],08:97:58:34:3c:58,-84,8 days,
7,TechSec,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:21:94:31,-85,8 days,
8,TechPublic,[ESS],b0:b8:67:21:94:30,-86,8 days,
9,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:02:f7:62,-88,8 days,
10,DIRECT-17-HP OfficeJet Pro 7740,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],b2:5c:da:b3:72:17,-89,8 days,
11,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:21:94:32,-90,8 days,
12,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:23:e6:32,-91,8 days,
13,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:2c:04,-92,8 days,
0,TechSec,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:a1,-82,8 days,
1,ELRSSIDBA6327,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:63:27,-85,8 days,
2,DIRECT-B9-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],c8:d3:ff:84:1b:ba,-86,8 days,
3,DIRECT-17-HP OfficeJet Pro 7740,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],b2:5c:da:b3:72:17,-86,8 days,
4,TechPublic,[ESS],48:4a:e9:29:45:a0,-87,8 days,
5,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:83,-89,8 days,
6,TechPublic,[ESS],3c:8a:b0:f3:97:81,-89,8 days,
7,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:84,-90,8 days,
8,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:85,-91,8 days,
9,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:23:e6:22,-93,8 days,
10,ELRSSIDBAE56F,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:e5:6f,-93,8 days,
11,ELRSSIDCA8B85,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ca:8b:85,-94,8 days,
12,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:b2,-94,8 days,
13,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:6b:d1:22,-94,8 days,
14,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],c8:b5:ad:04:da:52,-95,8 days,
15,ELRSSID7182B6,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:71:82:b6,-96,8 days,
16,ELRSSIDC42DCE,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:c4:2d:ce,-96,8 days,
17,ELRSSIDBAA531,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:a5:31,-96,8 days,
0,TechSec,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:a1,-82,8 days,
1,ELRSSIDBA6327,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:63:27,-85,8 days,
2,DIRECT-B9-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],c8:d3:ff:84:1b:ba,-86,8 days,
3,DIRECT-17-HP OfficeJet Pro 7740,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],b2:5c:da:b3:72:17,-86,8 days,
4,TechPublic,[ESS],48:4a:e9:29:45:a0,-87,8 days,
5,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:83,-89,8 days,
6,TechPublic,[ESS],3c:8a:b0:f3:97:81,-89,8 days,
7,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:84,-90,8 days,
8,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:85,-91,8 days,
9,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],b0:b8:67:23:e6:22,-93,8 days,
10,ELRSSIDBAE56F,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:e5:6f,-93,8 days,
11,ELRSSIDCA8B85,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ca:8b:85,-94,8 days,
12,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:b2,-94,8 days,
13,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:6b:d1:22,-94,8 days,
14,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],c8:b5:ad:04:da:52,-95,8 days,
15,ELRSSID7182B6,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:71:82:b6,-96,8 days,
16,ELRSSIDC42DCE,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:c4:2d:ce,-96,8 days,
17,ELRSSIDBAA531,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:a5:31,-96,8 days,
0,ELRSSIDB554E8,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:b5:54:e8,-84,8 days,
1,ELRSSIDBAE56F,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:e5:6f,-84,8 days,
2,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:83,-87,8 days,
3,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:85,-87,8 days,
4,TechPublic,[ESS],3c:8a:b0:f3:97:81,-87,8 days,
5,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:84,-89,8 days,
6,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:82,-90,8 days,
7,TechPublic,[ESS],88:e0:f3:20:26:80,-90,8 days,
8,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:a2,-91,8 days,
9,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:8f:c3,-94,8 days,
10,ELRSSIDC43E3D,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:c4:3e:3d,-95,8 days,
11,TechPublic,[ESS],3c:8a:b0:f3:8f:c1,-96,8 days,
12,HP0783C3,[IBSS],02:2a:3a:5f:4c:59,-97,8 days,
0,ELRSSIDB554E8,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:b5:54:e8,-84,8 days,
1,ELRSSIDBAE56F,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:ba:e5:6f,-84,8 days,
2,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:83,-87,8 days,
3,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:97:85,-87,8 days,
4,TechPublic,[ESS],3c:8a:b0:f3:97:81,-87,8 days,
5,eduroam,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:84,-89,8 days,
6,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],88:e0:f3:20:26:82,-90,8 days,
7,TechPublic,[ESS],88:e0:f3:20:26:80,-90,8 days,
8,eduroam,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],48:4a:e9:29:45:a2,-91,8 days,
9,TechSec,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3c:8a:b0:f3:8f:c3,-94,8 days,
10,ELRSSIDC43E3D,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],d8:a9:8b:c4:3e:3d,-95,8 days,
11,TechPublic,[ESS],3c:8a:b0:f3:8f:c1,-96,8 days,
12,HP0783C3,[IBSS],02:2a:3a:5f:4c:59,-97,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-79,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-82,8 days,
2,Sharon,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],14:ae:db:56:14:ed,-97,8 days,
3,Fiber 4K,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],a0:39:ee:94:f0:be,-97,8 days,
0,NVA1821-1,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:b4:a4,-43,7 days,
1,NVA1821-2,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:c2:85,-66,7 days,
0,Ferber-Network,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],08:b4:b1:2d:7f:02,-97,8 days,
0,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-82,8 days,
0,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-82,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-82,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-85,8 days,
2,DIRECT-a1-HP M130f LaserJet,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],12:5b:ad:01:07:a1,-95,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-80,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-86,8 days,
2,BeSpot14D1_5.0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4b,-90,8 days,
3,BeSpotBF47_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],b0:d5:9d:fa:94:c9,-96,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-80,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-86,8 days,
2,BeSpot14D1_5.0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4b,-90,8 days,
3,BeSpotBF47_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],b0:d5:9d:fa:94:c9,-96,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-80,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-86,8 days,
2,BeSpot14D1_5.0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4b,-90,8 days,
3,BeSpotBF47_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],b0:d5:9d:fa:94:c9,-96,8 days,
0,Shiran&Gal_EXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],d8:32:14:b2:bc:b1,-80,8 days,
1,BeSpot14D1_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4a,-86,8 days,
2,BeSpot14D1_5.0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],80:c5:48:31:56:4b,-90,8 days,
3,BeSpotBF47_2.4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],b0:d5:9d:fa:94:c9,-96,8 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-42,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-89,10 days,
2,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],62:57:3e:31:e6:e1,-89,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-33,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-43,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-80,10 days,
3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],62:57:3e:31:e6:e1,-84,10 days,
4,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-85,10 days,
0,Looking for Networks..,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:b3:e7,-74,7 days,
1,HOTBOX 4-6610,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],44:d4:54:9a:66:16,-76,7 days,
2,HOTBOX 4-6610-5GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],44:d4:54:9a:66:17,-77,7 days,
3,HOTBOX-7F88,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:c1:ce,-78,7 days,
4,HOTBOX 4-FB20,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],6c:ba:b8:f3:fb:26,-78,7 days,
5,HOTBOX-7F0A,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:bb:fc,-79,7 days,
6,HOTBOX-45C8,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:60:c7,-79,7 days,
7,12202,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],00:78:9e:fa:10:71,-81,7 days,
8,HOTBOX 4-FB20-5GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],6c:ba:b8:f3:fb:27,-81,7 days,
9,HOTBOX-C81A,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],7c:03:4c:ff:61:c2,-82,7 days,
10,HOTBOX-61B2,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:b1:ec,-83,7 days,
11,Neve-America 1832,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],98:1e:19:7f:29:8e,-86,7 days,
12,hezi_family,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:e9:19,-87,7 days,
13,HOTBOX-81CA,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f9:07:b8,-91,7 days,
14,poppywifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:51:49,-92,7 days,
15,TP-Link_12124_5G,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],28:ee:52:9c:57:46,-95,7 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-33,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-43,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-80,10 days,
3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],62:57:3e:31:e6:e1,-84,10 days,
4,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-85,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-33,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-43,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-80,10 days,
3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],62:57:3e:31:e6:e1,-84,10 days,
4,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-85,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-51,10 days,
1,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:fc:20:1c:a5:17,-51,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-51,10 days,
1,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:fc:20:1c:a5:17,-51,10 days,
0,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:fc:20:1c:a5:17,-48,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-49,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-73,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-37,10 days,
1,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:fc:20:1c:a5:17,-59,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-60,10 days,
3,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-73,10 days,
4,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-74,10 days,
5,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:ac:ab:f3,-81,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-37,10 days,
1,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:fc:20:1c:a5:17,-59,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-60,10 days,
3,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-73,10 days,
4,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-74,10 days,
5,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:ac:ab:f3,-81,10 days,
0,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:10,-38,10 days,
1,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],58:fc:20:1c:a5:11,-60,10 days,
2,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],62:57:3e:31:e6:e0,-73,10 days,
3,Eliasfamily,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1c:57:3e:31:e6:e3,-73,10 days,
4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],62:57:3e:31:e6:e1,-73,10 days,
0,NVA1821-1,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:b4:a4,-43,11 days,
1,NVA1821-2,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],c0:ac:54:f8:c2:85,-68,11 days,
2,HOTBOX 4-D208,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],98:1e:19:7e:d2:0e,-85,11 days,
